module	addr	old	new	why
ov020	0x021148d8	data_ov020_021148d8	_ZTV15BookShotSpawner	vtable alloc=0xd8
ov020	0x0211495c	data_ov020_0211495c	_ZTV8BookShot	vtable alloc=?
ov020	0x021149f0	data_ov020_021149f0	HauntedChair_SpawnInfo	spawninfo
ov020	0x02114a14	data_ov020_02114a14	_ZTV12HauntedChair	vtable alloc=0x3a8
ov021	0x021111a0	func_ov021_021111a0	_ZN12WorkElevatorD1Ev	vtable slot 16
ov021	0x02111214	func_ov021_02111214	_ZN12WorkElevatorD0Ev	vtable slot 17
ov021	0x021115dc	func_ov021_021115dc	_ZN12WorkElevator16CleanupResourcesEv	vtable slot 3
ov021	0x02111650	func_ov021_02111650	_ZN12WorkElevator6RenderEv	vtable slot 9
ov021	0x021116c8	func_ov021_021116c8	_ZN12WorkElevator8BehaviorEv	vtable slot 6
ov021	0x02111c6c	func_ov021_02111c6c	_ZN12WorkElevator13InitResourcesEv	vtable slot 0
ov021	0x02112168	func_ov021_02112168	WorkElevator_Spawn	spawnfunc
ov021	0x021121e8	func_ov021_021121e8	_ZN11RollingRockD1Ev	vtable slot 16
ov021	0x02112230	func_ov021_02112230	_ZN11RollingRockD0Ev	vtable slot 17
ov021	0x021127f8	func_ov021_021127f8	_ZN11RollingRock16CleanupResourcesEv	vtable slot 3
ov021	0x0211281c	func_ov021_0211281c	_ZN11RollingRock6RenderEv	vtable slot 9
ov021	0x02112854	func_ov021_02112854	_ZN11RollingRock8BehaviorEv	vtable slot 6
ov021	0x02112b2c	func_ov021_02112b2c	_ZN11RollingRock13InitResourcesEv	vtable slot 0
ov021	0x02112d64	func_ov021_02112d64	RollingRock_Spawn	spawnfunc
ov021	0x02112db4	func_ov021_02112db4	_ZN10ShutterHmcD1Ev	vtable slot 16
ov021	0x02112e04	func_ov021_02112e04	_ZN10ShutterHmcD0Ev	vtable slot 17
ov021	0x02112e68	func_ov021_02112e68	_ZN10ShutterHmc16CleanupResourcesEv	vtable slot 3
ov021	0x02112e7c	func_ov021_02112e7c	_ZN10ShutterHmc8BehaviorEv	vtable slot 6
ov021	0x02112ec0	func_ov021_02112ec0	_ZN10ShutterHmc13InitResourcesEv	vtable slot 0
ov021	0x02112ed4	func_ov021_02112ed4	ShutterHmc_Spawn	spawnfunc
ov021	0x02114768	data_ov021_02114768	WorkElevator_SpawnInfo	spawninfo
ov021	0x0211478c	data_ov021_0211478c	_ZTV12WorkElevator	vtable alloc=0xc80
ov021	0x02114824	data_ov021_02114824	RollingRock_SpawnInfo	spawninfo
ov021	0x02114848	data_ov021_02114848	_ZTV11RollingRock	vtable alloc=0x3c8
ov021	0x021148f0	data_ov021_021148f0	ShutterHmc_SpawnInfo	spawninfo
ov021	0x02114914	data_ov021_02114914	_ZTV10ShutterHmc	vtable alloc=0x324
ov022	0x02111578	func_ov022_02111578	VolcanoRing_Spawn	spawnfunc
ov022	0x02111688	func_ov022_02111688	RotatingPlatformLll_Spawn	spawnfunc
ov022	0x021116c4	func_ov022_021116c4	_ZN19RotatingPlatformLllD1Ev	vtable slot 16
ov022	0x02111708	func_ov022_02111708	_ZN19RotatingPlatformLllD0Ev	vtable slot 17
ov022	0x02111760	func_ov022_02111760	_ZN19RotatingPlatformLll16CleanupResourcesEv	vtable slot 3
ov022	0x021117a4	func_ov022_021117a4	_ZN19RotatingPlatformLll6RenderEv	vtable slot 9
ov022	0x021117cc	func_ov022_021117cc	_ZN19RotatingPlatformLll8BehaviorEv	vtable slot 6
ov022	0x02111870	func_ov022_02111870	_ZN19RotatingPlatformLll13InitResourcesEv	vtable slot 0
ov022	0x02111950	func_ov022_02111950	FloatOnLavaPlatform_Spawn	spawnfunc
ov022	0x02111c7c	func_ov022_02111c7c	LavaBridge_Spawn	spawnfunc
ov022	0x02111f3c	func_ov022_02111f3c	LavaSeesaw_Spawn	spawnfunc
ov022	0x02111f6c	func_ov022_02111f6c	_ZN21FloatingFloorLllSmallD1Ev	vtable slot 16
ov022	0x02111fbc	func_ov022_02111fbc	_ZN21FloatingFloorLllSmallD0Ev	vtable slot 17
ov022	0x02112020	func_ov022_02112020	_ZN21FloatingFloorLllSmall16CleanupResourcesEv	vtable slot 3
ov022	0x02112040	func_ov022_02112040	_ZN21FloatingFloorLllSmall13InitResourcesEv	vtable slot 0
ov022	0x021120b8	func_ov022_021120b8	FloatingFloorLllSmall_Spawn	spawnfunc
ov022	0x021120f4	func_ov022_021120f4	FloatingFloorLllBig_Spawn	spawnfunc
ov022	0x02112130	func_ov022_02112130	_ZN19FloatingFloorLllBigD1Ev	vtable slot 16
ov022	0x02112174	func_ov022_02112174	_ZN19FloatingFloorLllBigD0Ev	vtable slot 17
ov022	0x021121cc	func_ov022_021121cc	_ZN19FloatingFloorLllBig16CleanupResourcesEv	vtable slot 3
ov022	0x02112210	func_ov022_02112210	_ZN19FloatingFloorLllBig6RenderEv	vtable slot 9
ov022	0x02112238	func_ov022_02112238	_ZN19FloatingFloorLllBig8BehaviorEv	vtable slot 6
ov022	0x021122ac	func_ov022_021122ac	_ZN19FloatingFloorLllBig13InitResourcesEv	vtable slot 0
ov022	0x02112350	func_ov022_02112350	LavaPlank_Spawn	spawnfunc
ov022	0x0211245c	func_ov022_0211245c	FallBlockLll_Spawn	spawnfunc
ov022	0x02112498	func_ov022_02112498	_ZN12FallBlockLllD1Ev	vtable slot 16
ov022	0x021124e8	func_ov022_021124e8	_ZN12FallBlockLllD0Ev	vtable slot 17
ov022	0x0211254c	func_ov022_0211254c	_ZN12FallBlockLll16CleanupResourcesEv	vtable slot 3
ov022	0x02112560	func_ov022_02112560	_ZN12FallBlockLll8BehaviorEv	vtable slot 6
ov022	0x02112590	func_ov022_02112590	_ZN12FallBlockLll13InitResourcesEv	vtable slot 0
ov022	0x021125a4	func_ov022_021125a4	RollingLogLll_Spawn	spawnfunc
ov022	0x021125e0	func_ov022_021125e0	_ZN13RollingLogLllD1Ev	vtable slot 16
ov022	0x02112610	func_ov022_02112610	_ZN13RollingLogLllD0Ev	vtable slot 17
ov022	0x021127e0	func_ov022_021127e0	_ZN13RollingLogLll16CleanupResourcesEv	vtable slot 3
ov022	0x02112800	func_ov022_02112800	_ZN13RollingLogLll8BehaviorEv	vtable slot 6
ov022	0x021128b8	func_ov022_021128b8	_ZN13RollingLogLll13InitResourcesEv	vtable slot 0
ov022	0x02112918	func_ov022_02112918	VolcanoFire_Spawn	spawnfunc
ov022	0x02113cf4	data_ov022_02113cf4	VolcanoRing_SpawnInfo	spawninfo
ov022	0x02113dc4	data_ov022_02113dc4	RotatingPlatformLll_SpawnInfo	spawninfo
ov022	0x02113e88	data_ov022_02113e88	FloatOnLavaPlatform_SpawnInfo	spawninfo
ov022	0x02113eac	data_ov022_02113eac	_ZTV19RotatingPlatformLll	vtable alloc=0x320
ov022	0x02113f4c	data_ov022_02113f4c	LavaBridge_SpawnInfo	spawninfo
ov022	0x02114010	data_ov022_02114010	LavaSeesaw_SpawnInfo	spawninfo
ov022	0x021140ec	data_ov022_021140ec	FloatingFloorLllBig_SpawnInfo	spawninfo
ov022	0x02114108	data_ov022_02114108	FloatingFloorLllSmall_SpawnInfo	spawninfo
ov022	0x0211412c	data_ov022_0211412c	_ZTV21FloatingFloorLllSmall	vtable alloc=0x330
ov022	0x021141cc	data_ov022_021141cc	LavaPlank_SpawnInfo	spawninfo
ov022	0x021141f0	data_ov022_021141f0	_ZTV19FloatingFloorLllBig	vtable alloc=0x330
ov022	0x021142a0	data_ov022_021142a0	FallBlockLll_SpawnInfo	spawninfo
ov022	0x02114380	data_ov022_02114380	RollingLogLll_SpawnInfo	spawninfo
ov022	0x021143a4	data_ov022_021143a4	_ZTV12FallBlockLll	vtable alloc=0x34c
ov022	0x02114458	data_ov022_02114458	VolcanoFire_SpawnInfo	spawninfo
ov022	0x0211447c	data_ov022_0211447c	_ZTV13RollingLogLll	vtable alloc=0x344
ov023	0x021111a0	func_ov023_021111a0	_ZN8SquasherD1Ev	vtable slot 16
ov023	0x021111ec	func_ov023_021111ec	_ZN8SquasherD0Ev	vtable slot 17
ov023	0x02111350	func_ov023_02111350	_ZN8Squasher16CleanupResourcesEv	vtable slot 3
ov023	0x02111388	func_ov023_02111388	_ZN8Squasher6RenderEv	vtable slot 9
ov023	0x021113b0	func_ov023_021113b0	_ZN8Squasher8BehaviorEv	vtable slot 6
ov023	0x02111670	func_ov023_02111670	_ZN8Squasher13InitResourcesEv	vtable slot 0
ov023	0x02111728	func_ov023_02111728	Squasher_Spawn	spawnfunc
ov023	0x02111fc0	data_ov023_02111fc0	Squasher_SpawnInfo	spawninfo
ov023	0x02111fe4	data_ov023_02111fe4	_ZTV8Squasher	vtable alloc=0x37c
ov024	0x021111a0	func_ov024_021111a0	_ZN10PyramidTopD1Ev	vtable slot 16
ov024	0x021111ec	func_ov024_021111ec	_ZN10PyramidTopD0Ev	vtable slot 17
ov024	0x0211124c	func_ov024_0211124c	_ZN10PyramidTagD1Ev	vtable slot 16
ov024	0x0211127c	func_ov024_0211127c	_ZN10PyramidTagD0Ev	vtable slot 17
ov024	0x02111504	func_ov024_02111504	_ZN10PyramidTop16CleanupResourcesEv	vtable slot 3
ov024	0x0211153c	func_ov024_0211153c	_ZN10PyramidTop6RenderEv	vtable slot 9
ov024	0x02111568	func_ov024_02111568	_ZN10PyramidTop8BehaviorEv	vtable slot 6
ov024	0x02111668	func_ov024_02111668	_ZN10PyramidTag8BehaviorEv	vtable slot 6
ov024	0x021116ec	func_ov024_021116ec	_ZN10PyramidTop13InitResourcesEv	vtable slot 0
ov024	0x021117c8	func_ov024_021117c8	_ZN10PyramidTag13InitResourcesEv	vtable slot 0
ov024	0x0211183c	func_ov024_0211183c	PyramidTag_Spawn	spawnfunc
ov024	0x02111874	func_ov024_02111874	PyramidTop_Spawn	spawnfunc
ov024	0x02113804	data_ov024_02113804	PyramidTop_SpawnInfo	spawninfo
ov024	0x02113820	data_ov024_02113820	PyramidTag_SpawnInfo	spawninfo
ov024	0x02113844	data_ov024_02113844	_ZTV10PyramidTag	vtable alloc=0x3b8
ov024	0x021138c8	data_ov024_021138c8	_ZTV10PyramidTop	vtable alloc=0x3b8
ov025	0x02111cf4	func_ov025_02111cf4	Grindel_Spawn	spawnfunc
ov025	0x02111d40	func_ov025_02111d40	_ZN11PyramidStepD1Ev	vtable slot 16
ov025	0x02111d8c	func_ov025_02111d8c	_ZN11PyramidStepD0Ev	vtable slot 17
ov025	0x02111e70	func_ov025_02111e70	_ZN11PyramidStep16CleanupResourcesEv	vtable slot 3
ov025	0x02111ea8	func_ov025_02111ea8	_ZN11PyramidStep6RenderEv	vtable slot 9
ov025	0x02111ed4	func_ov025_02111ed4	_ZN11PyramidStep8BehaviorEv	vtable slot 6
ov025	0x02111fa0	func_ov025_02111fa0	_ZN11PyramidStep13InitResourcesEv	vtable slot 0
ov025	0x021120ac	func_ov025_021120ac	PyramidStep_Spawn	spawnfunc
ov025	0x021120e4	func_ov025_021120e4	_ZN11PyramidLiftD1Ev	vtable slot 16
ov025	0x02112148	func_ov025_02112148	_ZN11PyramidLiftD0Ev	vtable slot 17
ov025	0x021121c0	func_ov025_021121c0	_ZN11PyramidLift16CleanupResourcesEv	vtable slot 3
ov025	0x021121fc	func_ov025_021121fc	_ZN11PyramidLift6RenderEv	vtable slot 9
ov025	0x02112288	func_ov025_02112288	_ZN11PyramidLift8BehaviorEv	vtable slot 6
ov025	0x02112498	func_ov025_02112498	_ZN11PyramidLift13InitResourcesEv	vtable slot 0
ov025	0x021125f0	func_ov025_021125f0	PyramidLift_Spawn	spawnfunc
ov025	0x0211382c	data_ov025_0211382c	Grindel_SpawnInfo	spawninfo
ov025	0x021138f0	data_ov025_021138f0	PyramidStep_SpawnInfo	spawninfo
ov025	0x02113914	data_ov025_02113914	_ZTV11PyramidStep	vtable alloc=0x3a4
ov025	0x021139b0	data_ov025_021139b0	PyramidLift_SpawnInfo	spawninfo
ov025	0x021139d4	data_ov025_021139d4	_ZTV11PyramidLift	vtable alloc=0x3fc
ov026	0x02111888	func_ov026_02111888	BowserShutter_Spawn	spawnfunc
ov026	0x02111a70	func_ov026_02111a70	Submarine_Spawn	spawnfunc
ov026	0x02111aa0	func_ov026_02111aa0	_ZN9SubmarineD1Ev	vtable slot 16
ov026	0x02111ad8	func_ov026_02111ad8	_ZN9SubmarineD0Ev	vtable slot 17
ov026	0x02111fa4	func_ov026_02111fa4	_ZN9Submarine16CleanupResourcesEv	vtable slot 3
ov026	0x02111fd4	func_ov026_02111fd4	_ZN9Submarine16OnPendingDestroyEv	vtable slot 12
ov026	0x02111fd8	func_ov026_02111fd8	_ZN9Submarine6RenderEv	vtable slot 9
ov026	0x0211200c	func_ov026_0211200c	_ZN9Submarine8BehaviorEv	vtable slot 6
ov026	0x021120ec	func_ov026_021120ec	_ZN9Submarine13InitResourcesEv	vtable slot 0
ov026	0x021121bc	func_ov026_021121bc	Whirlpool_Spawn	spawnfunc
ov026	0x021121fc	func_ov026_021121fc	_ZN12WaterSuctionD1Ev	vtable slot 16
ov026	0x02112234	func_ov026_02112234	_ZN12WaterSuctionD0Ev	vtable slot 17
ov026	0x02112328	func_ov026_02112328	_ZN12WaterSuction16CleanupResourcesEv	vtable slot 3
ov026	0x02112330	func_ov026_02112330	_ZN12WaterSuction16OnPendingDestroyEv	vtable slot 12
ov026	0x02112334	func_ov026_02112334	_ZN12WaterSuction6RenderEv	vtable slot 9
ov026	0x0211233c	func_ov026_0211233c	_ZN12WaterSuction8BehaviorEv	vtable slot 6
ov026	0x021123c8	func_ov026_021123c8	_ZN12WaterSuction13InitResourcesEv	vtable slot 0
ov026	0x02112450	func_ov026_02112450	WaterSuction_Spawn	spawnfunc
ov026	0x02113b80	data_ov026_02113b80	BowserShutter_SpawnInfo	spawninfo
ov026	0x02113c48	data_ov026_02113c48	Submarine_SpawnInfo	spawninfo
ov026	0x02113d30	data_ov026_02113d30	Whirlpool_SpawnInfo	spawninfo
ov026	0x02113d54	data_ov026_02113d54	_ZTV9Submarine	vtable alloc=0x320
ov026	0x02113e00	data_ov026_02113e00	WaterSuction_SpawnInfo	spawninfo
ov026	0x02113e24	data_ov026_02113e24	_ZTV12WaterSuction	vtable alloc=0x318
ov027	0x021111a0	func_ov027_021111a0	_ZN10SlidingIceD1Ev	vtable slot 16
ov027	0x021111e4	func_ov027_021111e4	_ZN10SlidingIceD0Ev	vtable slot 17
ov027	0x02111264	func_ov027_02111264	_ZN10SlidingIce16CleanupResourcesEv	vtable slot 3
ov027	0x021112b4	func_ov027_021112b4	_ZN10SlidingIce6RenderEv	vtable slot 9
ov027	0x02111304	func_ov027_02111304	_ZN10SlidingIce8BehaviorEv	vtable slot 6
ov027	0x02111440	func_ov027_02111440	_ZN10SlidingIce13InitResourcesEv	vtable slot 0
ov027	0x02111564	func_ov027_02111564	SlidingIce_Spawn	spawnfunc
ov027	0x02111594	func_ov027_02111594	SlidingIceSpawner_Spawn	spawnfunc
ov027	0x0211186c	func_ov027_0211186c	ChillBully_Spawn	spawnfunc
ov027	0x021120c4	func_ov027_021120c4	_ZN13SnowmanBreathD1Ev	vtable slot 16
ov027	0x02112104	func_ov027_02112104	_ZN13SnowmanBreathD0Ev	vtable slot 17
ov027	0x02112700	func_ov027_02112700	_ZN13SnowmanBreath16CleanupResourcesEv	vtable slot 3
ov027	0x0211273c	func_ov027_0211273c	_ZN13SnowmanBreath16OnPendingDestroyEv	vtable slot 12
ov027	0x02112740	func_ov027_02112740	_ZN13SnowmanBreath6RenderEv	vtable slot 9
ov027	0x021127a4	func_ov027_021127a4	_ZN13SnowmanBreath8BehaviorEv	vtable slot 6
ov027	0x021129dc	func_ov027_021129dc	_ZN13SnowmanBreath13InitResourcesEv	vtable slot 0
ov027	0x02112ab4	func_ov027_02112ab4	SnowmanBreath_Spawn	spawnfunc
ov027	0x021137e4	data_ov027_021137e4	SlidingIceSpawner_SpawnInfo	spawninfo
ov027	0x02113800	data_ov027_02113800	SlidingIce_SpawnInfo	spawninfo
ov027	0x02113824	data_ov027_02113824	_ZTV10SlidingIce	vtable alloc=0x32c
ov027	0x021138d8	data_ov027_021138d8	ChillBully_SpawnInfo	spawninfo
ov027	0x02113b2c	data_ov027_02113b2c	SnowmanBreath_SpawnInfo	spawninfo
ov027	0x02113b50	data_ov027_02113b50	_ZTV13SnowmanBreath	vtable alloc=?
ov029	0x02111340	func_ov029_02111340	FloatOnWaterPlatformWdwSquare_Spawn	spawnfunc
ov029	0x0211137c	func_ov029_0211137c	_ZN29FloatOnWaterPlatformWdwSquareD1Ev	vtable slot 16
ov029	0x021113c0	func_ov029_021113c0	_ZN29FloatOnWaterPlatformWdwSquareD0Ev	vtable slot 17
ov029	0x02111418	func_ov029_02111418	_ZN29FloatOnWaterPlatformWdwSquare16CleanupResourcesEv	vtable slot 3
ov029	0x0211145c	func_ov029_0211145c	_ZN29FloatOnWaterPlatformWdwSquare6RenderEv	vtable slot 9
ov029	0x02111484	func_ov029_02111484	_ZN29FloatOnWaterPlatformWdwSquare8BehaviorEv	vtable slot 6
ov029	0x021115f8	func_ov029_021115f8	_ZN29FloatOnWaterPlatformWdwSquare13InitResourcesEv	vtable slot 0
ov029	0x021116f8	func_ov029_021116f8	ArrowLift_Spawn	spawnfunc
ov029	0x02111728	func_ov029_02111728	_ZN9ArrowLiftD1Ev	vtable slot 16
ov029	0x02111760	func_ov029_02111760	_ZN9ArrowLiftD0Ev	vtable slot 17
ov029	0x02111908	func_ov029_02111908	_ZN9ArrowLift16CleanupResourcesEv	vtable slot 3
ov029	0x0211192c	func_ov029_0211192c	_ZN9ArrowLift6RenderEv	vtable slot 9
ov029	0x02111954	func_ov029_02111954	_ZN9ArrowLift8BehaviorEv	vtable slot 6
ov029	0x02111a04	func_ov029_02111a04	_ZN9ArrowLift13InitResourcesEv	vtable slot 0
ov029	0x02111a84	func_ov029_02111a84	WaterDiamond_Spawn	spawnfunc
ov029	0x02111e74	func_ov029_02111e74	CageLift_Spawn	spawnfunc
ov029	0x02112044	func_ov029_02112044	FloatOnWaterPlatformWdwRectangle_Spawn	spawnfunc
ov029	0x02112080	func_ov029_02112080	_ZN32FloatOnWaterPlatformWdwRectangleD1Ev	vtable slot 16
ov029	0x021120d0	func_ov029_021120d0	_ZN32FloatOnWaterPlatformWdwRectangleD0Ev	vtable slot 17
ov029	0x02112134	func_ov029_02112134	_ZN32FloatOnWaterPlatformWdwRectangle16CleanupResourcesEv	vtable slot 3
ov029	0x02112148	func_ov029_02112148	_ZN32FloatOnWaterPlatformWdwRectangle13InitResourcesEv	vtable slot 0
ov029	0x02112168	func_ov029_02112168	RotatingPlatformWdw_Spawn	spawnfunc
ov029	0x021121a4	func_ov029_021121a4	_ZN19RotatingPlatformWdwD1Ev	vtable slot 16
ov029	0x021121f0	func_ov029_021121f0	_ZN19RotatingPlatformWdwD0Ev	vtable slot 17
ov029	0x021122dc	func_ov029_021122dc	_ZN19RotatingPlatformWdw16CleanupResourcesEv	vtable slot 3
ov029	0x02112320	func_ov029_02112320	_ZN19RotatingPlatformWdw6RenderEv	vtable slot 9
ov029	0x02112354	func_ov029_02112354	_ZN19RotatingPlatformWdw8BehaviorEv	vtable slot 6
ov029	0x021124d0	func_ov029_021124d0	_ZN19RotatingPlatformWdw13InitResourcesEv	vtable slot 0
ov029	0x021125f8	func_ov029_021125f8	WDW_Water_Spawn	spawnfunc
ov029	0x02112630	func_ov029_02112630	_ZN20SwitchActivatedPlankD1Ev	vtable slot 16
ov029	0x0211267c	func_ov029_0211267c	_ZN20SwitchActivatedPlankD0Ev	vtable slot 17
ov029	0x02112750	func_ov029_02112750	_ZN20SwitchActivatedPlank16CleanupResourcesEv	vtable slot 3
ov029	0x02112794	func_ov029_02112794	_ZN20SwitchActivatedPlank6RenderEv	vtable slot 9
ov029	0x021127cc	func_ov029_021127cc	_ZN20SwitchActivatedPlank8BehaviorEv	vtable slot 6
ov029	0x021128b0	func_ov029_021128b0	_ZN20SwitchActivatedPlank13InitResourcesEv	vtable slot 0
ov029	0x02112964	func_ov029_02112964	SwitchActivatedPlank_Spawn	spawnfunc
ov029	0x02113c08	data_ov029_02113c08	FloatOnWaterPlatformWdwSquare_SpawnInfo	spawninfo
ov029	0x02113ccc	data_ov029_02113ccc	ArrowLift_SpawnInfo	spawninfo
ov029	0x02113cf0	data_ov029_02113cf0	_ZTV29FloatOnWaterPlatformWdwSquare	vtable alloc=0x348
ov029	0x02113d90	data_ov029_02113d90	WaterDiamond_SpawnInfo	spawninfo
ov029	0x02113db4	data_ov029_02113db4	_ZTV9ArrowLift	vtable alloc=0x328
ov029	0x02113e50	data_ov029_02113e50	CageLift_SpawnInfo	spawninfo
ov029	0x02113f20	data_ov029_02113f20	FloatOnWaterPlatformWdwRectangle_SpawnInfo	spawninfo
ov029	0x02113ff4	data_ov029_02113ff4	RotatingPlatformWdw_SpawnInfo	spawninfo
ov029	0x02114018	data_ov029_02114018	_ZTV32FloatOnWaterPlatformWdwRectangle	vtable alloc=0x348
ov029	0x021140b8	data_ov029_021140b8	WDW_Water_SpawnInfo	spawninfo
ov029	0x021140dc	data_ov029_021140dc	_ZTV19RotatingPlatformWdw	vtable alloc=0x320
ov029	0x0211417c	data_ov029_0211417c	SwitchActivatedPlank_SpawnInfo	spawninfo
ov029	0x021141a0	data_ov029_021141a0	_ZTV20SwitchActivatedPlank	vtable alloc=0x3a8
ov030	0x02111524	func_ov030_02111524	UkikiCage_Spawn	spawnfunc
ov030	0x0211155c	func_ov030_0211155c	_ZN9UkikiCageD1Ev	vtable slot 16
ov030	0x021115ac	func_ov030_021115ac	_ZN9UkikiCageD0Ev	vtable slot 17
ov030	0x02111610	func_ov030_02111610	_ZN9UkikiCage16CleanupResourcesEv	vtable slot 3
ov030	0x02111624	func_ov030_02111624	_ZN9UkikiCage8BehaviorEv	vtable slot 6
ov030	0x02111638	func_ov030_02111638	_ZN9UkikiCage13InitResourcesEv	vtable slot 0
ov030	0x0211164c	func_ov030_0211164c	RollingLogTtm_Spawn	spawnfunc
ov030	0x02111688	func_ov030_02111688	_ZN13RollingLogTtmD1Ev	vtable slot 16
ov030	0x021116d0	func_ov030_021116d0	_ZN13RollingLogTtmD0Ev	vtable slot 17
ov030	0x021141c4	func_ov030_021141c4	_ZN13RollingLogTtm16CleanupResourcesEv	vtable slot 3
ov030	0x0211422c	func_ov030_0211422c	_ZN13RollingLogTtm16OnPendingDestroyEv	vtable slot 12
ov030	0x02114230	func_ov030_02114230	_ZN13RollingLogTtm6RenderEv	vtable slot 9
ov030	0x02114278	func_ov030_02114278	_ZN13RollingLogTtm8BehaviorEv	vtable slot 6
ov030	0x02114378	func_ov030_02114378	_ZN13RollingLogTtm13InitResourcesEv	vtable slot 0
ov030	0x021145e0	func_ov030_021145e0	UkikiStar_Spawn	spawnfunc
ov030	0x02114638	func_ov030_02114638	UkikiThief_Spawn	spawnfunc
ov030	0x02115950	data_ov030_02115950	UkikiCage_SpawnInfo	spawninfo
ov030	0x02115a24	data_ov030_02115a24	RollingLogTtm_SpawnInfo	spawninfo
ov030	0x02115a48	data_ov030_02115a48	_ZTV9UkikiCage	vtable alloc=0x4e0
ov030	0x02115b90	data_ov030_02115b90	UkikiThief_SpawnInfo	spawninfo
ov030	0x02115bac	data_ov030_02115bac	UkikiStar_SpawnInfo	spawninfo
ov030	0x02115bfc	data_ov030_02115bfc	_ZTV13RollingLogTtm	vtable alloc=0x344
ov031	0x021111a0	func_ov031_021111a0	_ZN25SlideDecorationSilverStarD1Ev	vtable slot 16
ov031	0x021111d0	func_ov031_021111d0	_ZN25SlideDecorationSilverStarD0Ev	vtable slot 17
ov031	0x02111254	func_ov031_02111254	_ZN25SlideDecorationSilverStar16CleanupResourcesEv	vtable slot 3
ov031	0x02111280	func_ov031_02111280	_ZN25SlideDecorationSilverStar6RenderEv	vtable slot 9
ov031	0x021112a8	func_ov031_021112a8	_ZN25SlideDecorationSilverStar13InitResourcesEv	vtable slot 0
ov031	0x02111344	func_ov031_02111344	SlideDecorationBlueSmiley_Spawn	spawnfunc
ov031	0x0211137c	func_ov031_0211137c	SlideDecorationOrangeSmiley_Spawn	spawnfunc
ov031	0x021113b4	func_ov031_021113b4	SlideDecorationYellowStar_Spawn	spawnfunc
ov031	0x021113ec	func_ov031_021113ec	SlideDecorationSilverStar_Spawn	spawnfunc
ov031	0x0211190c	data_ov031_0211190c	SlideDecorationSilverStar_SpawnInfo	spawninfo
ov031	0x02111928	data_ov031_02111928	SlideDecorationYellowStar_SpawnInfo	spawninfo
ov031	0x02111944	data_ov031_02111944	SlideDecorationOrangeSmiley_SpawnInfo	spawninfo
ov031	0x02111960	data_ov031_02111960	SlideDecorationBlueSmiley_SpawnInfo	spawninfo
ov031	0x02111984	data_ov031_02111984	_ZTV25SlideDecorationSilverStar	vtable alloc=0x128
ov032	0x02112668	func_ov032_02112668	HugeCover_Spawn	spawnfunc
ov032	0x02112698	func_ov032_02112698	_ZN9HugeCoverD1Ev	vtable slot 16
ov032	0x021126e4	func_ov032_021126e4	_ZN9HugeCoverD0Ev	vtable slot 17
ov032	0x02112744	func_ov032_02112744	_ZN9HugeCover16CleanupResourcesEv	vtable slot 3
ov032	0x02112788	func_ov032_02112788	_ZN9HugeCover6RenderEv	vtable slot 9
ov032	0x021127bc	func_ov032_021127bc	_ZN9HugeCover8BehaviorEv	vtable slot 6
ov032	0x021127f0	func_ov032_021127f0	_ZN9HugeCover13InitResourcesEv	vtable slot 0
ov032	0x021128b8	func_ov032_021128b8	HugeWater_Spawn	spawnfunc
ov032	0x021138bc	data_ov032_021138bc	HugeCover_SpawnInfo	spawninfo
ov032	0x02113980	data_ov032_02113980	HugeWater_SpawnInfo	spawninfo
ov032	0x021139a4	data_ov032_021139a4	_ZTV9HugeCover	vtable alloc=0x320
ov033	0x021113a4	func_ov033_021113a4	TinyCover_Spawn	spawnfunc
ov033	0x021113d4	func_ov033_021113d4	_ZN9TinyCoverD1Ev	vtable slot 16
ov033	0x02111420	func_ov033_02111420	_ZN9TinyCoverD0Ev	vtable slot 17
ov033	0x02111480	func_ov033_02111480	_ZN9TinyCover16CleanupResourcesEv	vtable slot 3
ov033	0x021114c4	func_ov033_021114c4	_ZN9TinyCover6RenderEv	vtable slot 9
ov033	0x021114f8	func_ov033_021114f8	_ZN9TinyCover8BehaviorEv	vtable slot 6
ov033	0x021115bc	func_ov033_021115bc	_ZN9TinyCover13InitResourcesEv	vtable slot 0
ov033	0x02111690	func_ov033_02111690	TinyWater_Spawn	spawnfunc
ov033	0x02112358	data_ov033_02112358	TinyCover_SpawnInfo	spawninfo
ov033	0x0211241c	data_ov033_0211241c	TinyWater_SpawnInfo	spawninfo
ov033	0x02112440	data_ov033_02112440	_ZTV9TinyCover	vtable alloc=0x320
ov034	0x021111a0	func_ov034_021111a0	_ZN7WigglerD1Ev	vtable slot 16
ov034	0x021112b0	func_ov034_021112b0	_ZN7WigglerD0Ev	vtable slot 17
ov034	0x02112a5c	func_ov034_02112a5c	_ZN7Wiggler16CleanupResourcesEv	vtable slot 3
ov034	0x02112af4	func_ov034_02112af4	_ZN7Wiggler6RenderEv	vtable slot 9
ov034	0x02112b5c	func_ov034_02112b5c	_ZN7Wiggler8BehaviorEv	vtable slot 6
ov034	0x0211323c	func_ov034_0211323c	_ZN7Wiggler13InitResourcesEv	vtable slot 0
ov034	0x021136a4	func_ov034_021136a4	Wiggler_Spawn	spawnfunc
ov034	0x02114498	data_ov034_02114498	Wiggler_SpawnInfo	spawninfo
ov034	0x021144bc	data_ov034_021144bc	_ZTV7Wiggler	vtable alloc=?
ov035	0x021111a0	func_ov035_021111a0	_ZN16RotatingCogSmallD1Ev	vtable slot 16
